user_id,item_id,action,timestamp
78919cdb-8b7a-420a-a459-92819092ac78,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148698.478299
0a0b7205-0523-49e6-9107-08b0b41dee02,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148699.3208635
fa0353f4-ba2c-4219-84b5-1570b255add9,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148699.445815
99472374-89c9-4c2e-aa0e-981c9693da17,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148699.4699852
6d417519-9c6a-46fb-a33e-7b32bb192b68,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148699.4823112
6d417519-9c6a-46fb-a33e-7b32bb192b68,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148699.505425
51a14f85-e917-4b49-b686-2f1648cfe873,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148700.5178056
29e92a06-5657-49c9-a83c-8b125be2b2ca,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148700.5363603
b561b132-2e12-42e9-8e54-84b6e52cddc7,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148700.553408
1e8c88bd-1c7e-4007-ae10-c7c447119fc3,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148700.5625901
f4134d7e-a3bb-473f-88e5-b57bafe0a528,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148700.5913842
9b34dca3-f9ce-4b4a-aabc-e6e80ab717a1,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148701.8004923
1f0f1b8a-a285-4c49-9555-1018a87d3826,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148701.8084054
9b34dca3-f9ce-4b4a-aabc-e6e80ab717a1,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148701.8387978
1f0f1b8a-a285-4c49-9555-1018a87d3826,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148701.839564
9b34dca3-f9ce-4b4a-aabc-e6e80ab717a1,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148701.8701053
a66d56f2-5312-47e9-96a2-0bd9906737bb,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148701.92143
7af5c856-66d8-48fd-b9cf-0572309aebd3,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148701.9255714
7af5c856-66d8-48fd-b9cf-0572309aebd3,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148701.95539
7af5c856-66d8-48fd-b9cf-0572309aebd3,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148701.989464
3aac9b10-378a-41fa-8710-4ba4b65cda37,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148702.467648
d738dfb3-1ca1-478a-a54d-6c46bc9b8709,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148702.9454486
6bff5bd9-5040-4126-9170-3a2ae0336575,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148702.9514647
cb91535a-dbe7-4a5b-8157-431c1b90074d,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148702.9684734
93262c74-3d83-499d-a28d-ceb54a17ed47,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148702.9792206
ed51d697-64a0-49c1-9649-a3e03e7ea503,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148702.9874098
6dabee3c-0515-4feb-8354-b93f1cdebc69,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148704.0176942
6dabee3c-0515-4feb-8354-b93f1cdebc69,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148704.0533292
1a20c48f-b725-4e1f-9bef-0777d9b5b8d2,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148704.0549922
a470e0b3-6874-4a23-af23-a62cf0da7bcc,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148704.0561852
1a20c48f-b725-4e1f-9bef-0777d9b5b8d2,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148704.0886326
e2e0ed1d-c20b-4207-a77f-f3dd5c403dca,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148704.0992904
f516ec26-938b-40f2-aaa4-1deacdbf2b46,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148705.2546155
8c127769-05b2-4651-b896-30fac3fdc9ec,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148705.2560608
8a07b86c-670c-4aac-801c-23acc6414ed9,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148705.3020859
349b3c56-1541-4974-ac8a-c65e3266b2f2,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148705.3089285
8a07b86c-670c-4aac-801c-23acc6414ed9,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148705.3273737
ebdabc42-1e25-43f1-ad57-b1fe6c57dbc9,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148705.3287582
3e05fa08-b50f-40a2-86e4-d311b89503c9,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148705.4433732
6af6ebd5-2504-4b48-89be-985997256302,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148706.1753852
af283cf9-df3b-4d86-9b9d-df0eabf34060,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148706.392889
91271549-59b4-41ac-87b3-6ec09475f0a5,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148706.496207
4cc64098-7f0d-4b25-a23b-8e12017c7f14,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148706.8931909
139b8578-828e-4980-a6d5-8a2cdc1ac20b,72b16f15-a0ee-4686-8887-c41139176a1f,like,1726148707.273725
35f14c42-3f1f-44d4-b53a-67d3318bf44c,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148707.5302339
fcc31c77-6983-4937-bd36-031bfee8eaa4,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148707.5649161
d25c318e-a95f-4db9-b3b7-8c87a83edcab,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148707.5834064
c058a46d-1a2b-4896-be6b-a7dfbabc0784,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148707.6643515
c058a46d-1a2b-4896-be6b-a7dfbabc0784,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148707.6892533
d2560038-580e-46d7-9477-44bee8091d9e,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148707.705472
c058a46d-1a2b-4896-be6b-a7dfbabc0784,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148707.7128708
53c4b004-37e9-4e11-9fc8-47632b762c0f,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148708.4383006
1a73814e-6217-42fd-8a48-c62b1de9fd9f,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148708.4854555
5bb0f479-64bd-4a56-bdb8-816e55e4bedb,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148708.5042617
12061684-517a-49a1-8c2c-83a6d6184f12,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148708.5086076
12061684-517a-49a1-8c2c-83a6d6184f12,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148708.531087
12061684-517a-49a1-8c2c-83a6d6184f12,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148708.556098
4989ad58-4ec2-48a6-bf2d-5c6e4c5674a4,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148708.6687806
6a2e0ef8-1fce-4867-8af1-06d97f83a835,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148708.741417
f55634e5-a065-4832-bf38-d1f49fcd9668,f180dd14-95ad-4e42-b9c9-5761f41594af,dislike,1726148709.7653475
fd7781d8-d1d6-4449-9de2-871743e906cd,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148709.7716458
f55634e5-a065-4832-bf38-d1f49fcd9668,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148709.7983286
ed4f89e9-11e9-4953-aa57-daa8744d6763,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148710.545509
a3fa64f5-fbf0-4950-801a-32e17e488848,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148710.5562322
9821009b-3eed-4371-b13e-8a8f3ad9175f,f180dd14-95ad-4e42-b9c9-5761f41594af,dislike,1726148710.5589545
f5eab3ce-b88d-4438-9c47-9f23eee8e611,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148710.9846444
2ef0c0f3-5b87-4180-841f-98db4453dd5f,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148711.0051436
4a47839e-c9e1-4454-97d0-0b6577a47532,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148711.014918
e2360132-f65e-48eb-8692-d751e525451c,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148711.0925155
d155af9a-bf6c-4b39-addd-b767aceb7876,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148712.001424
56a491ce-971c-41d6-8461-34e3324bff5d,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148712.0841575
56a491ce-971c-41d6-8461-34e3324bff5d,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148712.1195374
425ad785-448d-4cd6-a9ea-013edce30d01,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148712.121008
0ee01361-1e39-48ad-9ba2-1141cf85a0e0,f180dd14-95ad-4e42-b9c9-5761f41594af,dislike,1726148712.1226463
6e397282-6fa0-4faa-8d36-85cc49d28e50,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148712.123958
ff0a1cd5-28df-4a42-9b4d-709b2c4fd933,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148712.1339562
56a491ce-971c-41d6-8461-34e3324bff5d,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148712.1675506
425ad785-448d-4cd6-a9ea-013edce30d01,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148712.1767912
0ee01361-1e39-48ad-9ba2-1141cf85a0e0,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148712.1797628
ff0a1cd5-28df-4a42-9b4d-709b2c4fd933,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148712.1815324
56a491ce-971c-41d6-8461-34e3324bff5d,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148712.1942372
ff0a1cd5-28df-4a42-9b4d-709b2c4fd933,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148712.210652
4ad89789-42c9-4026-8475-a55ffdac96fc,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148713.315926
55e3c632-01cb-4e94-86b3-f9c6654fc9b2,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148713.3399892
1f6f59e0-aa78-4704-86b3-c66ab8fe65cb,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148713.3479056
04ca9c0f-fa65-4f6d-951b-158e47e4ea06,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148713.3543148
7f1cc14e-f86b-4f49-88e2-6bfb56852533,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148713.3602316
4ad89789-42c9-4026-8475-a55ffdac96fc,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148713.3679445
309e749d-4775-44db-a2b7-ab0f2b55f196,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148713.395571
dab2e01c-9aaa-41ab-aa59-397f09fd9aaf,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148714.4563868
47a4dbf4-0fc0-4ae7-bd1d-fd6249128a0f,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148714.4878001
49a2d7e2-317a-4586-8d44-a0bec4a063de,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148714.521578
3ba7ea15-e87a-4ff7-87e9-693aec500961,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148714.5272107
ae3ef455-387d-42e6-9d6c-00652f372b09,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148714.5324907
0d69c17e-3329-4695-a92b-77e17b7cec4e,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148714.5339198
d8d306c1-d4e1-44fc-860f-eb53471e190d,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148714.5355287
f8e7a5b3-bf96-4787-9a02-9f71dd85ea85,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148714.536679
49a2d7e2-317a-4586-8d44-a0bec4a063de,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148714.546622
3ba7ea15-e87a-4ff7-87e9-693aec500961,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148714.5601268
4f441d85-5370-41a5-a989-7c7cb62c0771,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148714.5667145
265c61f9-6cc7-4f1f-976c-8e4ffef1c312,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148714.5701292
4f441d85-5370-41a5-a989-7c7cb62c0771,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148714.59541
265c61f9-6cc7-4f1f-976c-8e4ffef1c312,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148714.5971763
4f441d85-5370-41a5-a989-7c7cb62c0771,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148714.624476
15ccfeb5-0c2b-4f1b-8da6-c363303f2be8,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148715.546475
b4c4a068-3e42-4571-9c26-f42c0a0c7c5c,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148715.5636344
a3503a83-4c88-4e06-a396-20348955c690,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148715.602428
f2e05c89-dd51-4614-8e78-d393bd6b20e8,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148715.6043026
241cd5f4-0524-4f62-8ca3-1ab9ea6541c5,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148715.6104302
f2e05c89-dd51-4614-8e78-d393bd6b20e8,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148715.6287506
e650f9ca-892a-4227-8e26-099ac2949bea,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148716.3276875
4a6633f9-c8e2-47ff-8b3f-0a350bc167f1,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148716.584046
ea79628b-7c1a-47a8-9ea0-bc5dcbfdb7da,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148716.6485214
ce27337d-3bc7-4bc4-a47a-4a9b9e1646f4,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148716.6937315
bfe48ee6-7bd9-4775-bf21-1bfc7d588123,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148717.3988953
4e600422-271f-414c-b8ce-1ded758400b3,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148717.8334062
b29525e8-2dd7-408b-8d4b-aa6e5d73d86c,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148717.8536673
c7b2662c-26d8-44fa-80a5-e2ae915254f1,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148717.85868
d186985f-a49f-4ea1-83c8-fa8674b6c74e,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148717.873121
6471dbc5-b6b4-4128-8e66-a2e993a94c37,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148717.886929
c7b2662c-26d8-44fa-80a5-e2ae915254f1,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148717.888312
2d88408d-f496-4abf-bfbe-dc586e08e804,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148717.8946958
499171a6-e59c-4577-8414-0fa23b0a2d00,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148717.900741
c7b2662c-26d8-44fa-80a5-e2ae915254f1,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148717.9216108
0e2d0efb-0c4a-4519-b58e-ccd947b1774b,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148719.008713
271a256f-6de2-4a18-97dd-65d75e41fedb,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148719.0319395
ff861908-090f-44f1-8998-0296565b10fe,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148719.0329826
21a8d162-b9ca-48ec-a6d2-9f5250842e5b,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148719.0462437
4bea7eb9-7eab-4693-95c5-a28c6ba6a5da,f180dd14-95ad-4e42-b9c9-5761f41594af,dislike,1726148719.0511737
e958421e-4d96-403e-aa26-47997684ef46,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148719.0655081
051da6a7-6285-4f20-ada4-e9d8d059cf89,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148719.0665514
4bea7eb9-7eab-4693-95c5-a28c6ba6a5da,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148719.0771198
e958421e-4d96-403e-aa26-47997684ef46,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148719.0949452
4bea7eb9-7eab-4693-95c5-a28c6ba6a5da,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148719.101885
ee7b89c4-9a45-4c2c-b153-b8378fa52d83,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148720.1707258
89afc094-68f2-45a4-b621-1fa512362acf,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148720.2094605
b66167a4-f781-4a1d-8093-2eb291394e72,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148720.367143
6c1cb777-7bed-4682-ad7d-aab43136b0c6,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148720.3810825
b3bd77fe-5a7e-44f4-8c8e-09c970a2d7f4,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148721.0345626
4bdba759-6a0b-418a-9008-c570918b6afc,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148721.0652702
740bf3d1-8472-42c6-a195-61a34e9b1e18,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148721.0839884
9ca39044-798b-4721-bf77-6640a5c9906c,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148721.0989563
740bf3d1-8472-42c6-a195-61a34e9b1e18,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148721.1090708
42374323-cdfd-48bf-a97f-aa3de8eb0e23,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,dislike,1726148721.2693293
c5130e18-c895-41fa-9997-8c13417017e4,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148721.2744508
fee69d41-c80a-4b3c-9a59-f74045e8d72b,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148721.2876506
42374323-cdfd-48bf-a97f-aa3de8eb0e23,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148721.2929847
9a5db0ca-5c27-48ad-9d4f-b3f1f2e64a61,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148721.8873444
62888d2a-0410-45af-b2ca-ea6c01470b82,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148721.9202056
9a5db0ca-5c27-48ad-9d4f-b3f1f2e64a61,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148721.9409785
62888d2a-0410-45af-b2ca-ea6c01470b82,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148721.9452748
6733d6be-beda-4a05-916b-6de55ba200a9,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148721.9835002
6a633131-cb31-42fd-9af0-97c469a62f33,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148721.9941657
6733d6be-beda-4a05-916b-6de55ba200a9,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148722.0151424
6733d6be-beda-4a05-916b-6de55ba200a9,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148722.0393987
25c29b4a-4db4-4441-b13d-0a0028525712,f86bd514-173a-42c5-aa48-f88731d51f82,dislike,1726148722.187631
ca3e4adc-3975-4281-af61-bd03586c1d2e,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148722.2108746
ebf1368c-db3b-4e0d-bd8a-7ef0476540eb,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148722.2379308
ca3e4adc-3975-4281-af61-bd03586c1d2e,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148722.2392755
f0ddeb90-eef2-490b-ac13-23852e532df4,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148722.4423625
f0ddeb90-eef2-490b-ac13-23852e532df4,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148722.4660063
d42e5f37-375a-4c7e-81ee-6bbaf1818d18,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148723.3992827
b59064b4-2e56-4979-99a8-e4ae0a538856,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148723.418007
7cfb3e40-43d3-45e0-9f02-c2d9cf6803ef,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148723.4231942
ffbeed7e-25c7-4b39-83ff-e5ead96cae60,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148723.4254878
b0325d3f-da26-47ba-9e58-2d6c4db87141,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148723.4291787
947a3fda-edd2-4866-95f0-59d1663d617e,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148723.4352334
44c39e40-df2f-4c7d-8cca-2c372048bc95,f180dd14-95ad-4e42-b9c9-5761f41594af,dislike,1726148723.4384997
2fd5baf8-3bd7-456a-a638-a5ffefb4209d,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148723.442859
7cfb3e40-43d3-45e0-9f02-c2d9cf6803ef,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148723.4574869
44c39e40-df2f-4c7d-8cca-2c372048bc95,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148723.4689734
1d5ce830-a432-414b-9529-806c64447d82,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148724.2499123
1d5ce830-a432-414b-9529-806c64447d82,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148724.2752023
8c2e3345-24ae-40d1-9f5b-9848a5ad8c22,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148724.5153413
3fcb2034-1cfe-42da-94b2-bdc087b8d030,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148724.5460885
1f08dd48-3754-431a-9594-d341a8815f64,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,dislike,1726148724.576392
6dc5e668-231c-479b-9225-8594971852ca,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148724.6047387
c302eb08-70e1-4cde-87ac-ad0ce014f032,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148724.619328
6dc5e668-231c-479b-9225-8594971852ca,e8d978fa-8120-40ba-b662-2223cfd3af93,like,1726148724.629524
a4dcd36d-c9dc-4781-a7fc-d97717f295bd,f86bd514-173a-42c5-aa48-f88731d51f82,like,1726148724.6455615
1a1b0a6f-163b-455e-93e8-1ddc6c87cbfd,1e162dfc-dd5b-4c99-a03e-aed6a95115ec,like,1726148724.6462297
3d42a508-e817-4a00-a9df-47ea40a26ff9,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148724.652237
a134279c-04ad-4643-bec8-a699df18dedb,f180dd14-95ad-4e42-b9c9-5761f41594af,like,1726148724.658487
a4dcd36d-c9dc-4781-a7fc-d97717f295bd,e8d978fa-8120-40ba-b662-2223cfd3af93,dislike,1726148724.6827316
3d42a508-e817-4a00-a9df-47ea40a26ff9,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148724.684763
a134279c-04ad-4643-bec8-a699df18dedb,579d17a6-a8f8-447b-9da4-44f2c0c08f6a,like,1726148724.6858044
